univerity_id,total_number_of_ratings_i,averageeasyscore_rf,pk_id,averageratingscore_rf,teacherfirstname_t,averagehelpfulscore_rf,averageclarityscore_rf,teacherlastname_t,teacher_profile
1389,10,4.1,358414,4.9,Craig,4.9,4.9,Mindrum,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=358414
1389,10,2.4,632724,3.8,Karen,3.8,3.9,Monkman,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=632724
1389,10,3.4,899370,3.9,Marisol,3.8,4.0,Morales,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=899370
1389,10,4.5,1186513,4.8,Valerie,4.8,4.8,Morkevicius,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1186513
1389,10,2.5,1615108,4.5,James,4.6,4.5,Motzer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1615108
1389,10,3.0,474668,2.55,Shantala,2.4,2.7,Mukherjee,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=474668
1389,10,4.6,958300,4.3,Eva,4.5,4.2,Nelson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=958300
1389,10,3.9,363907,4.6,Robert,4.6,4.6,Palmieri,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=363907
1389,10,4.2,1535998,4.55,Kristen,4.4,4.7,Pengelly,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1535998
1389,10,2.6,476973,3.1,David,2.9,3.3,Platek,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=476973
1389,10,2.8,1729624,4.3,Lisa,4.6,4.1,Poirier,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1729624
1389,10,2.9,1694177,4.3,Andrew,4.4,4.3,Roche,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1694177
1389,10,4.4,918980,3.75,Jeannie,3.7,3.8,Sticher,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=918980
1389,10,2.9,560511,3.45,Robert,3.4,3.5,Stolz,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=560511
1389,10,4.0,542043,3.1,John,3.6,2.6,Taccarino,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=542043
1389,10,2.5,272755,2.7,Jacquiline,2.6,2.8,Taylor,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=272755
1389,10,2.5,1701214,3.7,Tim,3.6,3.8,Tjeerdsma,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1701214
1389,10,4.0,1176915,4.8,Alyssa,4.8,4.8,Westring,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1176915
1389,10,2.8,908457,3.2,Pat,3.5,2.9,Whalen,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=908457
1389,10,3.8,623429,4.75,James,4.8,4.7,Winikates,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=623429
1389,10,3.7,737950,4.0,Ying Cai,3.8,4.2,Xu,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=737950
1389,9,3.22,831684,4.94,Vanessa Theme,4.89,5.0,Ament,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=831684
1389,9,4.6,1842238,5.0,Mike,5.0,5.0,Avella,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1842238
1389,9,2.0,1752979,2.8,Carolina,3.2,2.4,Barrera-Tobon,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1752979
1389,9,4.11,1019728,4.5,Steven,4.44,4.56,Behling,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1019728
1389,9,2.78,874703,4.0,Paul,4.22,3.77,Bodine,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=874703
1389,9,3.1,1700120,2.5,John,2.3,2.8,Brooks,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1700120
1389,9,3.78,1189802,4.67,Kimberly,4.56,4.78,Brostrom,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1189802
1389,9,4.33,1039395,4.72,Coya,4.78,4.67,Brownrigg,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1039395
1389,9,2.44,584972,2.17,Jacek,2.11,2.22,Brzezinski,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=584972
1389,9,3.9,1754785,2.3,Serpil,2.4,2.3,Caputlu,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1754785
1389,9,2.56,1265229,2.22,Kristin,2.33,2.11,Carothers,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1265229
1389,9,3.56,241412,2.33,Ana,2.33,2.33,Castillo,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=241412
1389,9,2.44,967866,4.0,Jon-Paul,4.0,4.0,Champine,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=967866
1389,9,2.67,811216,2.17,Daniel,2.11,2.22,Chandler,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=811216
1389,9,2.67,497855,2.78,John,2.89,2.67,Chapin,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=497855
1389,9,2.89,717895,2.06,Suzanne,2.0,2.11,Clores,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=717895
1389,9,1.89,457455,3.39,Cliff,3.12,3.67,Colnot,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=457455
1389,9,2.67,470560,2.17,Timothy,2.0,2.33,Conway,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=470560
1389,9,3.4,1849878,4.4,Joanna,4.4,4.4,Dabrowska,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1849878
1389,9,3.78,653690,4.5,Elizabeth,4.56,4.44,Darovic,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=653690
1389,9,2.6,1251268,3.4,Shanesia,3.0,3.8,Davis,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1251268
1389,9,3.56,1188110,4.33,Rene,4.22,4.44,De Los Santos,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1188110
1389,9,3.67,1481770,4.5,Cary,4.56,4.44,Elza,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1481770
1389,9,2.55,764298,2.0,Hernando A.,2.11,1.88,Estevez,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=764298
1389,9,3.0,1629585,3.39,William,3.22,3.56,Ewell,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1629585
1389,9,4.56,1883656,4.5,Jennifer,4.89,4.11,Finstrom,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1883656
1389,9,3.89,1026199,4.39,Timothy,4.11,4.67,Gaster,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1026199
1389,9,2.0,1842104,2.5,Miklos,2.4,2.6,Gosztonyi,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1842104
1389,9,3.78,248933,4.17,Kathy,4.33,4.0,Grant,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=248933
1389,9,4.2,629408,3.8,Phyllis,3.8,3.7,Griffin,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=629408
1389,9,3.66,1408236,4.72,Nandhini,4.89,4.56,Gulasingam,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1408236
1389,9,2.3,1034110,2.0,Peter,2.1,1.8,Hastings,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1034110
1389,9,3.1,463218,4.3,Nancy,4.3,4.2,Hill,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=463218
1389,9,2.22,924226,2.17,Julie,2.33,2.0,Hwang,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=924226
1389,9,3.33,1266518,3.11,Joshua,2.66,3.55,Jeon,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1266518
1389,9,5.0,754054,4.61,Tom,4.67,4.56,Judge,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=754054
1389,9,2.33,817273,4.0,Dolores,3.89,4.11,Kalayta,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=817273
1389,9,1.45,411345,3.11,Christ,3.23,3.0,Keys,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=411345
1389,9,3.89,906084,3.22,Tae,3.11,3.33,Kim,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=906084
1389,9,3.3,1250485,5.0,John,5.0,4.9,Kimsey,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1250485
1389,9,3.4,291811,4.6,Dorothy,4.4,4.7,Kozlowski,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=291811
1389,9,4.11,363728,3.78,Richard,3.89,3.67,Kozoll,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=363728
1389,9,4.11,1369995,4.61,Kris,4.67,4.56,Kuzera,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1369995
1389,9,3.22,903294,3.39,Mark,3.67,3.11,Laboe,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=903294
1389,9,2.89,365714,2.94,Gerard,3.33,2.56,Lietz,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=365714
1389,9,4.3,1145457,4.4,Thomas,4.8,4.0,Long,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1145457
1389,9,4.8,1283147,4.8,Michael,4.7,4.9,Lynch,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1283147
1389,9,2.56,762516,3.61,Janice,3.67,3.55,Madrecki,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=762516
1389,9,4.44,965933,4.11,Joseph,4.44,3.78,Marconi,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=965933
1389,9,3.0,1270526,3.5,Jessica,3.3,3.7,Martino,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1270526
1389,9,3.67,346044,4.06,Layne,3.67,4.44,Morsch,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=346044
1389,9,3.0,1005441,3.8,James,3.9,3.7,Nowotarski,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1005441
1389,9,3.7,1985792,4.5,Geoff,4.6,4.5,Nyheim,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1985792
1389,9,3.6,1629496,3.7,Imge,4.1,3.3,Oranli,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1629496
1389,9,3.89,887985,4.67,Bulent,4.67,4.67,Paker,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=887985
1389,9,3.44,555289,4.22,Clayton,4.22,4.22,Parr,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=555289
1389,9,3.3,1262559,4.6,Matthew,4.6,4.6,Pearson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1262559
1389,9,2.0,1413680,1.72,Ernesto,1.56,1.89,Perez,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1413680
1389,9,2.11,902446,1.72,Adriana,1.78,1.67,Perez-Garcia,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=902446
1389,9,3.8,1421901,4.9,Matthew,4.8,5.0,Quinn,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1421901
1389,9,3.44,1791778,4.28,Brad,4.0,4.56,Riddell,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1791778
1389,9,2.56,1629108,4.0,Saul Blanco,4.22,3.78,Rodriguez,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1629108
1389,9,3.22,523312,3.89,Galya,4.0,3.78,Ruffer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=523312
1389,9,4.22,409708,4.44,Alan,4.44,4.44,Salzenstein,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=409708
1389,9,4.33,952812,4.0,Mike,3.89,4.11,Saporito,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=952812
1389,9,4.0,361035,4.78,Stuart,4.78,4.78,Sarbacker,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=361035
1389,9,4.8,400972,5.0,Junichi,5.0,5.0,Sato,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=400972
1389,9,3.8,1461802,4.9,Eric,5.0,4.8,Sedgwick,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1461802
1389,9,1.66,144770,1.89,Ralph,1.89,1.88,Shain,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=144770
1389,9,2.89,586408,1.89,Leslie,2.11,1.67,Shook,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=586408
1389,9,4.1,1618080,4.3,Michael,4.4,4.1,Shuster,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1618080
1389,9,1.78,1057180,2.22,Gary,2.0,2.44,Skoog,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1057180
1389,9,4.22,964954,3.22,Cayenne,3.11,3.33,Sullivan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=964954
1389,9,2.44,95409,4.78,John,4.89,4.67,Thompson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=95409
1389,9,2.22,364507,1.94,Nedjla,1.67,2.22,Tiouririne,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=364507
1389,9,2.11,1838049,1.78,Isidore,1.56,2.0,Udoh,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1838049
1389,9,3.77,934054,4.66,Ilie,4.78,4.55,Ugarcovici,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=934054
1389,9,4.2,1696230,4.2,Jennifer,4.0,4.3,Whitelaw,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1696230
1389,9,4.0,501036,2.83,Yonghe,3.0,2.67,Yan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=501036
1389,8,2.75,421802,4.19,Kavita,4.12,4.25,Ajmere,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=421802
1389,8,3.13,1499239,2.75,Gloria,3.0,2.5,Alter,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1499239
1389,8,2.0,799704,4.31,Aglika,4.25,4.38,Angelova,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=799704
1389,8,2.75,1039663,2.69,Sean,2.88,2.5,Anthony,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1039663
1389,8,4.12,375090,5.0,Ralph,5.0,5.0,Ashby,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=375090
1389,8,2.25,661442,2.69,David,2.63,2.75,Avcollie,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=661442
1389,8,3.1,1421162,4.0,Daniel,4.3,3.8,Azzaro,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1421162
1389,8,2.75,808551,3.5,Millie,4.0,3.0,Bahn,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=808551
1389,8,2.9,1521716,2.2,Byron,2.3,2.1,Bell,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1521716
1389,8,3.88,365082,2.94,Rina,3.13,2.75,Bongsu,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=365082
1389,8,3.7,1514091,3.7,James,3.7,3.7,Booth,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1514091
1389,8,1.63,1423923,2.94,Kurt,2.63,3.25,Brandhorst,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1423923
1389,8,4.1,1697069,4.9,Sarah,5.0,4.8,Brown,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1697069
1389,8,4.62,421986,4.88,Angerla,4.88,4.88,Bruch,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=421986
1389,8,1.75,447408,2.19,Kevin,2.25,2.13,Buckley,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=447408
1389,8,3.0,116474,4.75,Dexter,4.75,4.75,Bullard,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=116474
1389,8,3.88,1626245,3.94,Daniel,3.88,4.0,Burns,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1626245
1389,8,3.25,267192,4.75,Anne,4.88,4.62,Calcagno,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=267192
1389,8,3.5,1501889,3.5,Thomas,3.37,3.63,Callahan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1501889
1389,8,3.62,820677,3.0,Vincent,2.88,3.12,Chen,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=820677
1389,8,4.5,1368349,4.88,Adar,4.88,4.88,Cohen,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1368349
1389,8,3.5,1264773,4.69,Emily,4.63,4.75,Cramer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1264773
1389,8,3.62,477898,2.81,Reading,3.62,2.0,Dallal,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=477898
1389,8,2.25,587559,3.06,Nicholas,3.38,2.75,Deleonardis,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=587559
1389,8,4.25,412002,4.31,Anthony,4.38,4.25,Dosen,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=412002
1389,8,3.5,955661,3.38,Richard,4.0,2.75,Ezop,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=955661
1389,8,2.75,958546,4.69,Brian,4.5,4.88,Falb,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=958546
1389,8,2.13,1263126,4.63,Roxanne,4.63,4.63,Ferrici,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1263126
1389,8,1.7,1693678,2.3,David,2.3,2.3,Franckowiak,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1693678
1389,8,3.0,1544515,3.63,Judy,4.25,3.0,Friedman,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1544515
1389,8,2.9,1539876,3.5,Dimitris,3.7,3.3,Garivaltis,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1539876
1389,8,3.75,582778,2.56,Tara,2.5,2.63,Gill,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=582778
1389,8,2.1,1339492,3.3,Chris,3.4,3.2,Goedde,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1339492
1389,8,4.75,1884768,4.88,Wayne,4.88,4.88,Gru,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1884768
1389,8,2.63,1802216,5.0,Aymen,5.0,5.0,Halim,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1802216
1389,8,4.3,1548801,4.7,Mowafak,4.9,4.4,Hasan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1548801
1389,8,4.0,269915,4.25,Brian,4.25,4.25,Hayes,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=269915
1389,8,3.13,815313,4.81,Tami,4.88,4.75,Herbst,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=815313
1389,8,3.25,1588531,4.56,Sarah,4.5,4.62,Holian,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1588531
1389,8,3.7,1213928,3.5,Jaime,3.5,3.5,Hovey,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1213928
1389,8,4.38,1675841,4.38,Michael,4.38,4.38,Ianni,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1675841
1389,8,3.25,363505,3.19,Byron,3.5,2.88,Javier,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=363505
1389,8,3.75,1647127,3.88,ED,3.63,4.13,Keenan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1647127
1389,8,4.62,1567685,4.88,Matthew,4.75,5.0,Kemp,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1567685
1389,8,2.25,1057034,1.25,Greg,1.38,1.13,Kiewiet,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1057034
1389,8,3.5,830738,3.63,Kip (chris),3.75,3.5,Kline,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=830738
1389,8,3.88,481199,4.0,Charlotte,4.0,4.0,Kunz,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=481199
1389,8,4.9,1548887,5.0,Suzanne,5.0,5.0,Lang,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1548887
1389,8,3.25,624492,3.75,Catherine,3.87,3.62,Larson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=624492
1389,8,3.38,858367,3.63,Sonia M,3.38,3.88,Lascelles,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=858367
1389,8,2.6,1881076,2.3,Diana,2.2,2.4,Lemos,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1881076
1389,8,4.0,360402,5.0,Kathleen,5.0,5.0,Liston,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=360402
1389,8,4.13,1188871,4.69,Andrew,4.75,4.63,Mall,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1188871
1389,8,4.0,580293,5.0,Jeanne,5.0,5.0,McIntosh,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=580293
1389,8,3.5,1185559,4.19,Thomas,4.5,3.88,McNamara,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1185559
1389,8,2.9,1859239,4.3,Joseph,4.1,4.5,Mello,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1859239
1389,8,4.25,1473803,4.69,Joseph,4.75,4.62,Mikels,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1473803
1389,8,4.88,1697950,4.94,Mike,5.0,4.88,Mitchell,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1697950
1389,8,2.9,1546602,3.5,Sanjukta,3.6,3.3,Mukherjee,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1546602
1389,8,3.4,1653343,4.4,James,5.0,3.8,Murphy,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1653343
1389,8,2.38,21869,1.94,Patricia,1.5,2.38,Nebrida,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=21869
1389,8,2.38,170557,3.5,John,3.38,3.62,Nyhoff,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=170557
1389,8,1.38,1239477,2.81,Emily,2.87,2.75,Oess,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1239477
1389,8,3.63,1845754,3.63,Authens,3.75,3.5,Oppong Wadie,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1845754
1389,8,3.38,1551083,3.94,Sonya,4.38,3.5,Ozbey,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1551083
1389,8,4.38,1424317,4.88,Kimberlee,4.88,4.88,Perez,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1424317
1389,8,3.9,1254854,4.0,Mark,4.0,3.9,Potosnak,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1254854
1389,8,3.0,304420,2.62,Frederick,2.5,2.75,Prete,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=304420
1389,8,3.6,1719021,3.5,William,3.6,3.5,Qualls,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1719021
1389,8,4.1,1482928,5.0,Matt,5.0,5.0,Ragas,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1482928
1389,8,2.0,396531,1.81,Deborah,1.88,1.75,Rapuano,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=396531
1389,8,3.75,731989,3.69,Angelo,4.12,3.25,Riley,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=731989
1389,8,1.75,1768743,3.5,Michael,3.63,3.38,Robinson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1768743
1389,8,4.75,347685,4.44,John,4.5,4.38,Romansic,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=347685
1389,8,3.0,1767883,3.81,John,3.88,3.75,Ronquillo,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1767883
1389,8,3.75,567365,4.26,Claudia,4.75,3.76,Schmegner,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=567365
1389,8,2.0,1160303,2.4,Richard,2.7,2.0,Schraufnagel,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1160303
1389,8,1.0,757222,1.0,Bill,1.0,1.0,Schwartz,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=757222
1389,8,3.38,705764,4.88,Parna,5.0,4.75,Sengupta,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=705764
1389,8,3.75,1757404,4.75,Mark,5.0,4.5,Sentesy,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1757404
1389,8,4.13,1736072,4.0,Michele,3.88,4.13,Shade,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1736072
1389,8,3.5,810035,3.75,Kendall,3.62,3.88,Sharp,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=810035
1389,8,2.5,255447,3.44,Sharon,3.62,3.25,Shipinski,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=255447
1389,8,2.5,542040,4.25,Sonia,4.25,4.25,Soltero,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=542040
1389,8,3.38,508731,1.88,Tomas,1.88,1.88,Soto,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=508731
1389,8,3.9,1453284,4.6,Juliet,5.0,4.2,Stantz,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1453284
1389,8,2.62,418855,3.81,So-Young,3.75,3.88,Tikoo,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=418855
1389,8,3.5,559222,3.38,Mark,3.12,3.62,Toledo,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=559222
1389,8,4.25,359412,4.88,Jorge,4.88,4.88,Toro,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=359412
1389,8,4.38,1190754,4.19,Annette,4.25,4.13,Towler,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1190754
1389,8,3.5,534357,3.44,Winifred,3.5,3.38,Whelan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=534357
1389,8,4.5,1140778,4.75,William,4.75,4.75,Wilson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1140778
1389,8,3.0,921745,4.25,Johnathan,4.12,4.38,Yates,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=921745
1389,8,3.0,1830171,3.4,Shereen,3.7,3.0,Yousuf,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1830171
1389,7,4.14,364776,4.93,Amy,5.0,4.86,Andrews,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=364776
1389,7,3.57,536019,4.07,David,4.57,3.57,Angulo,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=536019
1389,7,4.29,811620,3.86,Maria,4.14,3.57,Avgerinou,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=811620
1389,7,2.6,1811662,3.6,Jay (William Jay),3.7,3.5,Baglia,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1811662
1389,7,3.9,1698429,5.0,Dianne,5.0,4.9,Barnette,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1698429
1389,7,2.43,731176,4.93,Mojdeh,5.0,4.86,Bayat,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=731176
1389,7,2.0,1001862,3.21,Ellen,3.43,3.0,Benjamin,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1001862
1389,7,2.14,1131465,2.79,Robert S.,2.86,2.71,Bills,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1131465
1389,7,4.3,1264370,4.7,Mary Jill,4.9,4.4,Blackwell,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1264370
1389,7,2.86,877054,3.0,Michelle,2.86,3.14,Boone,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=877054
1389,7,2.43,1552961,2.43,Bea,2.57,2.29,Bosco,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1552961
1389,7,3.43,548800,3.65,Karen,3.86,3.43,Budd,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=548800
1389,7,3.86,1188114,3.14,Kathryn,3.29,3.0,Burke,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1188114
